575.7	-0	575.7	0.5	575.7	0.23	
576.176	-0	576.176	0.49	576.176	0.23	
576.652	-0	576.652	0.49	576.652	0.23	
577.128	-0	577.128	0.49	577.128	0.23	
577.604	-0	577.604	0.49	577.604	0.23	
578.08	-0	578.08	0.49	578.08	0.23	
578.556	-0	578.556	0.48	578.556	0.24	
579.033	-0	579.033	0.48	579.033	0.24	
579.509	-0	579.509	0.48	579.509	0.24	
579.985	-0	579.985	0.48	579.985	0.24	
580.462	-0	580.462	0.48	580.462	0.24	
580.938	-0	580.938	0.47	580.938	0.24	
581.415	-0	581.415	0.47	581.415	0.24	
581.891	-0	581.891	0.47	581.891	0.24	
582.368	-0	582.368	0.47	582.368	0.24	
582.844	-0	582.844	0.47	582.844	0.24	
583.321	-0	583.321	0.47	583.321	0.25	
583.798	-0	583.798	0.46	583.798	0.25	
584.274	-0	584.274	0.46	584.274	0.25	
584.751	-0	584.751	0.46	584.751	0.25	
585.228	-0	585.228	0.46	585.228	0.25	
585.704	-0	585.704	0.46	585.704	0.25	
586.181	-0	586.181	0.46	586.181	0.25	
586.658	-0	586.658	0.46	586.658	0.25	
587.135	-0	587.135	0.46	587.135	0.25	
587.612	-0	587.612	0.46	587.612	0.26	
588.089	-0	588.089	0.45	588.089	0.26	
588.566	-0	588.566	0.45	588.566	0.26	
589.043	-0	589.043	0.45	589.043	0.26	
589.52	-0	589.52	0.45	589.52	0.26	
589.997	-0	589.997	0.45	589.997	0.26	
590.474	-0	590.474	0.45	590.474	0.26	
590.951	-0	590.951	0.45	590.951	0.27	
591.429	-0	591.429	0.45	591.429	0.27	
591.906	-0	591.906	0.45	591.906	0.27	
592.383	-0	592.383	0.45	592.383	0.27	
592.86	-0	592.86	0.44	592.86	0.27	
593.338	-0	593.338	0.44	593.338	0.27	
593.815	-0	593.815	0.44	593.815	0.28	
594.292	-0	594.292	0.44	594.292	0.28	
594.77	-0	594.77	0.44	594.77	0.28	
595.247	-0	595.247	0.44	595.247	0.28	
595.725	-0	595.725	0.44	595.725	0.29	
596.202	-0	596.202	0.44	596.202	0.29	
596.68	-0	596.68	0.44	596.68	0.29	
597.158	-0	597.158	0.44	597.158	0.29	
597.635	-0	597.635	0.44	597.635	0.3	
598.113	-0	598.113	0.44	598.113	0.3	
598.591	-0	598.591	0.44	598.591	0.3	
599.069	-0	599.069	0.44	599.069	0.31	
599.546	-0	599.546	0.44	599.546	0.31	
600.024	-0	600.024	0.44	600.024	0.31	
600.502	-0	600.502	0.44	600.502	0.32	
600.98	-0	600.98	0.43	600.98	0.32	
601.458	-0	601.458	0.43	601.458	0.33	
601.936	-0	601.936	0.43	601.936	0.33	
602.414	-0	602.414	0.43	602.414	0.33	
602.892	-0	602.892	0.43	602.892	0.34	
603.37	-0	603.37	0.43	603.37	0.34	
603.848	-0	603.848	0.43	603.848	0.35	
604.326	-0	604.326	0.43	604.326	0.35	
